user_id,medicine,rating
132,Antacids,3.2
132,Acetaminophen,3.2
132,Esomeprazole,4.7
132,Ibuprofen,4.9
132,Lisinopril,2.9
132,Hydroxyzine,1.6
132,Naproxen,4.0
132,Oseltamivir,1.8
133,Diclofenac,3.1
133,Naproxen,3.5
133,Cyclobenzaprine,3.9
133,Acetaminophen,3.9
133,Loratadine,4.2
133,Rizatriptan,3.2
133,Sertraline,2.3
133,Glipizide,1.7
134,Fluticasone,4.8
134,Glipizide,3.4
134,Cetirizine,3.7
134,Metformin,4.3
134,Esomeprazole,3.6
134,Pseudoephedrine,4.4
134,Ibuprofen,2.1
134,Oseltamivir,3.6
135,Ipratropium,3.9
135,Fluticasone,3.0
135,Budesonide,4.2
135,Acetaminophen,3.9
135,Diphenhydramine,3.0
135,Cyclobenzaprine,1.5
135,Cetirizine,2.7
135,Sitagliptin,3.2
136,Sumatriptan,4.2
136,Ibuprofen,4.7
136,Rizatriptan,4.2
136,Metoclopramide,3.2
136,Amlodipine,3.0
136,Pseudoephedrine,2.0
136,Cyclobenzaprine,3.3
136,Metoprolol,2.2
137,Buspirone,3.6
137,Escitalopram,2.8
137,Lorazepam,3.3
137,Hydroxyzine,3.9
137,Albuterol,2.7
137,Losartan,2.3
137,Loratadine,2.2
137,Sitagliptin,3.9
138,Pseudoephedrine,4.6
138,Cyclobenzaprine,4.6
138,Acetaminophen,4.9
138,Vitamin C,3.3
138,Ranitidine,1.0
138,Empagliflozin,4.2
138,Fluticasone,3.3
138,Montelukast,4.6
139,Diphenhydramine,4.7
139,Metformin,4.1
139,Empagliflozin,3.7
139,Cetirizine,3.0
139,Metoprolol,1.1
139,Sertraline,3.3
139,Esomeprazole,1.0
139,Acetaminophen,1.4
140,Antacids,4.0
140,Ibuprofen,4.2
140,Acetaminophen,4.0
140,Metoclopramide,4.1
140,Pseudoephedrine,4.0
140,Metoprolol,1.0
140,Budesonide,3.7
140,Fluticasone,1.5
141,Cyclobenzaprine,3.7
141,Naproxen,4.0
141,Diclofenac,2.1
141,Ibuprofen,3.9
141,Famotidine,1.5
141,Escitalopram,2.2
141,Antacids,3.3
141,Cetirizine,2.8
142,Metformin,3.6
142,Insulin,5.0
142,Dextromethorphan,2.7
142,Pseudoephedrine,3.2
142,Diclofenac,1.0
142,Ipratropium,4.3
142,Budesonide,4.0
142,Albuterol,1.9
143,Fexofenadine,4.4
143,Fluticasone,4.6
143,Diphenhydramine,4.4
143,Loratadine,2.9
143,Insulin,2.2
143,Metoclopramide,1.5
143,Diclofenac,2.7
143,Budesonide,2.2
144,Empagliflozin,4.4
144,Glipizide,4.0
144,Insulin,3.1
144,Metformin,3.8
144,Hydroxyzine,2.4
144,Antacids,3.4
144,Ipratropium,2.4
144,Diclofenac,2.5
145,Hydrochlorothiazide,2.6
145,Losartan,4.8
145,Lisinopril,4.1
145,Hydroxyzine,3.5
145,Fexofenadine,1.8
145,Esomeprazole,1.0
145,Metoclopramide,1.5
145,Cetirizine,3.8
146,Sertraline,3.3
146,Hydroxyzine,3.3
146,Buspirone,3.8
146,Esomeprazole,4.0
146,Ipratropium,3.9
146,Lisinopril,1.1
146,Amlodipine,2.3
146,Fexofenadine,2.1
147,Famotidine,4.5
147,Omeprazole,3.8
147,Antacids,4.3
147,Ranitidine,3.7
147,Insulin,2.2
147,Empagliflozin,2.5
147,Amlodipine,4.0
147,Naproxen,2.4
148,Oseltamivir,5.0
148,Dextromethorphan,4.6
148,Ibuprofen,5.0
148,Electrolytes,2.1
148,Budesonide,2.6
148,Fexofenadine,3.4
148,Hydroxyzine,3.1
148,Sumatriptan,1.4
149,Buspirone,4.9
149,Escitalopram,3.4
149,Pseudoephedrine,4.8
149,Hydroxyzine,3.6
149,Cyclobenzaprine,2.9
149,Esomeprazole,1.0
149,Fluticasone,5.0
149,Metformin,3.2
150,Rizatriptan,3.5
150,Acetaminophen,4.7
150,Dextromethorphan,4.2
150,Metoclopramide,3.5
150,Diclofenac,2.5
150,Losartan,2.3
150,Fexofenadine,2.3
150,Oseltamivir,3.3
151,Oseltamivir,3.7
151,Electrolytes,4.4
151,Acetaminophen,4.1
151,Ibuprofen,3.8
151,Cyclobenzaprine,2.8
151,Empagliflozin,2.8
151,Sumatriptan,1.9
151,Buspirone,3.0
152,Metformin,4.5
152,Glipizide,2.6
152,Insulin,3.7
152,Empagliflozin,5.0
152,Dextromethorphan,2.4
152,Amlodipine,2.5
152,Diclofenac,2.7
152,Acetaminophen,2.2
153,Hydroxyzine,5.0
153,Sertraline,4.3
153,Buspirone,3.9
153,Escitalopram,3.6
153,Loratadine,3.1
153,Esomeprazole,2.0
153,Hydrochlorothiazide,3.5
153,Metformin,2.0
154,Loratadine,4.8
154,Fluticasone,4.7
154,Cetirizine,4.8
154,Fexofenadine,5.0
154,Electrolytes,3.4
154,Hydroxyzine,4.0
154,Antacids,2.7
154,Naproxen,2.4
155,Acetaminophen,4.2
155,Amlodipine,5.0
155,Diclofenac,2.6
155,Ibuprofen,2.4
155,Fexofenadine,2.3
155,Budesonide,2.0
155,Hydroxyzine,2.0
155,Glipizide,4.0
156,Acetaminophen,3.7
156,Ibuprofen,4.3
156,Dextromethorphan,3.9
156,Empagliflozin,4.1
156,Fluticasone,1.4
156,Fexofenadine,2.8
156,Diphenhydramine,2.1
156,Cetirizine,2.2
157,Fexofenadine,2.9
157,Metformin,3.2
157,Sitagliptin,4.3
157,Insulin,4.8
157,Ranitidine,1.0
157,Esomeprazole,2.6
157,Cyclobenzaprine,2.2
157,Budesonide,2.6
158,Glipizide,4.8
158,Sitagliptin,3.5
158,Empagliflozin,4.4
158,Insulin,3.9
158,Metoclopramide,2.4
158,Montelukast,1.3
158,Rizatriptan,1.5
158,Loratadine,2.2
159,Acetaminophen,3.5
159,Insulin,4.6
159,Empagliflozin,4.7
159,Naproxen,4.6
159,Montelukast,2.1
159,Pseudoephedrine,2.8
159,Lisinopril,4.8
159,Losartan,1.4
160,Diclofenac,4.3
160,Acetaminophen,3.0
160,Naproxen,4.5
160,Ibuprofen,3.0
160,Empagliflozin,3.3
160,Fluticasone,3.3
160,Metoprolol,2.3
160,Esomeprazole,3.8
161,Ibuprofen,3.8
161,Acetaminophen,3.8
161,Pseudoephedrine,4.7
161,Vitamin C,3.2
161,Diclofenac,2.8
161,Montelukast,4.4
161,Sitagliptin,2.5
161,Amlodipine,1.2
162,Esomeprazole,4.7
162,Omeprazole,4.2
162,Ranitidine,4.4
162,Famotidine,4.2
162,Glipizide,2.1
162,Lorazepam,3.6
162,Sumatriptan,1.0
162,Buspirone,4.2
163,Empagliflozin,3.8
163,Insulin,3.6
163,Sitagliptin,3.5
163,Glipizide,4.2
163,Oseltamivir,3.3
163,Escitalopram,1.1
163,Lorazepam,1.4
163,Antacids,1.7
164,Vitamin C,4.4
164,Diphenhydramine,5.0
164,Fluticasone,4.3
164,Cetirizine,4.3
164,Sertraline,3.5
164,Albuterol,2.4
164,Ranitidine,1.0
164,Naproxen,1.7
165,Fluticasone,3.5
165,Diphenhydramine,4.8
165,Cetirizine,3.1
165,Loratadine,3.6
165,Electrolytes,3.6
165,Ipratropium,1.0
165,Sertraline,1.8
165,Dextromethorphan,1.1
166,Ibuprofen,4.2
166,Acetaminophen,4.1
166,Pseudoephedrine,4.3
166,Vitamin C,3.8
166,Rizatriptan,2.1
166,Buspirone,1.0
166,Sumatriptan,1.1
166,Fluticasone,3.4
167,Metoclopramide,3.5
167,Acetaminophen,2.9
167,Sumatriptan,4.2
167,Ibuprofen,4.4
167,Diphenhydramine,2.9
167,Sitagliptin,2.7
167,Buspirone,2.5
167,Escitalopram,3.8
168,Losartan,5.0
168,Fexofenadine,4.2
168,Metoprolol,3.3
168,Hydrochlorothiazide,3.7
168,Famotidine,3.4
168,Lorazepam,1.4
168,Pseudoephedrine,2.1
168,Metoclopramide,3.2
169,Ibuprofen,5.0
169,Ipratropium,4.4
169,Montelukast,4.5
169,Electrolytes,4.1
169,Pseudoephedrine,3.4
169,Lisinopril,1.3
169,Fexofenadine,1.7
169,Buspirone,2.4
170,Vitamin C,3.1
170,Rizatriptan,4.5
170,Pseudoephedrine,4.3
170,Sumatriptan,3.5
170,Metoprolol,1.7
170,Ranitidine,3.0
170,Diphenhydramine,3.2
170,Insulin,4.9
171,Oseltamivir,3.5
171,Diphenhydramine,4.9
171,Dextromethorphan,4.7
171,Acetaminophen,4.7
171,Escitalopram,3.0
171,Metoprolol,4.2
171,Omeprazole,4.1
171,Montelukast,3.9
172,Diphenhydramine,5.0
172,Fexofenadine,3.9
172,Ibuprofen,4.8
172,Acetaminophen,3.3
172,Antacids,1.9
172,Famotidine,1.9
172,Oseltamivir,1.5
172,Empagliflozin,3.6
173,Acetaminophen,5.0
173,Dextromethorphan,5.0
173,Vitamin C,3.5
173,Losartan,5.0
173,Ranitidine,2.3
173,Lorazepam,1.0
173,Metformin,2.0
173,Antacids,3.6
174,Lorazepam,4.0
174,Diphenhydramine,3.0
174,Loratadine,2.9
174,Buspirone,3.2
174,Diclofenac,1.3
174,Budesonide,4.3
174,Omeprazole,3.5
174,Metformin,2.1
175,Lorazepam,3.5
175,Escitalopram,4.0
175,Hydroxyzine,3.7
175,Buspirone,3.5
175,Losartan,2.9
175,Diclofenac,1.9
175,Ranitidine,2.8
175,Fluticasone,1.2
176,Buspirone,4.0
176,Hydroxyzine,3.8
176,Sertraline,4.6
176,Escitalopram,3.3
176,Hydrochlorothiazide,3.2
176,Sitagliptin,4.2
176,Vitamin C,3.2
176,Ibuprofen,4.2
177,Escitalopram,3.7
177,Fluticasone,4.4
177,Hydroxyzine,2.7
177,Lorazepam,4.9
177,Vitamin C,3.6
177,Diclofenac,3.0
177,Insulin,3.8
177,Metoprolol,1.8
178,Buspirone,3.8
178,Escitalopram,4.1
178,Lorazepam,3.4
178,Hydroxyzine,3.9
178,Rizatriptan,2.3
178,Sitagliptin,3.3
178,Fluticasone,3.1
178,Omeprazole,3.5
179,Famotidine,4.3
179,Budesonide,3.8
179,Esomeprazole,3.3
179,Albuterol,3.3
179,Metformin,1.1
179,Ibuprofen,2.9
179,Vitamin C,2.6
179,Insulin,2.4
180,Rizatriptan,4.0
180,Pseudoephedrine,4.4
180,Vitamin C,5.0
180,Ibuprofen,4.7
180,Fluticasone,1.0
180,Hydroxyzine,1.5
180,Ipratropium,4.5
180,Antacids,1.3
181,Ibuprofen,2.7
181,Oseltamivir,4.4
181,Vitamin C,4.7
181,Electrolytes,3.1
181,Buspirone,1.7
181,Metoclopramide,1.9
181,Glipizide,3.6
181,Metoprolol,3.7
182,Sumatriptan,3.0
182,Acetaminophen,4.0
182,Ibuprofen,3.5
182,Rizatriptan,4.8
182,Naproxen,4.4
182,Sertraline,2.0
182,Lorazepam,2.8
182,Cyclobenzaprine,2.9
183,Loratadine,4.4
183,Fluticasone,4.1
183,Cetirizine,3.2
183,Fexofenadine,2.5
183,Sumatriptan,4.8
183,Lorazepam,3.9
183,Montelukast,3.2
183,Famotidine,3.1
184,Pseudoephedrine,3.7
184,Dextromethorphan,5.0
184,Acetaminophen,4.5
184,Vitamin C,3.6
184,Metoprolol,2.9
184,Rizatriptan,2.6
184,Escitalopram,2.3
184,Famotidine,2.9
185,Sertraline,3.3
185,Hydroxyzine,3.7
185,Lorazepam,3.9
185,Buspirone,3.5
185,Albuterol,4.5
185,Ipratropium,2.4
185,Metoclopramide,1.5
185,Sitagliptin,3.0
186,Sitagliptin,4.5
186,Vitamin C,4.6
186,Empagliflozin,3.6
186,Metformin,3.8
186,Montelukast,2.9
186,Famotidine,1.8
186,Naproxen,2.2
186,Hydroxyzine,1.3
187,Montelukast,4.8
187,Fluticasone,3.4
187,Ipratropium,3.0
187,Diclofenac,3.6
187,Oseltamivir,2.1
187,Esomeprazole,2.9
187,Sertraline,2.5
187,Diphenhydramine,1.4
188,Buspirone,4.4
188,Lorazepam,3.1
188,Sertraline,4.0
188,Hydroxyzine,4.6
188,Losartan,2.7
188,Lisinopril,2.4
188,Ranitidine,3.7
188,Fexofenadine,1.8
189,Budesonide,4.6
189,Albuterol,4.3
189,Ipratropium,4.7
189,Montelukast,4.5
189,Electrolytes,2.8
189,Hydroxyzine,2.2
189,Sitagliptin,2.0
189,Escitalopram,2.9
190,Albuterol,3.8
190,Budesonide,3.4
190,Montelukast,5.0
190,Ipratropium,3.7
190,Diphenhydramine,1.4
190,Amlodipine,1.8
190,Sumatriptan,2.2
190,Insulin,1.3
191,Sumatriptan,2.8
191,Acetaminophen,4.8
191,Metoclopramide,5.0
191,Ibuprofen,3.8
191,Omeprazole,2.0
191,Cyclobenzaprine,2.7
191,Albuterol,2.7
191,Lorazepam,3.0
192,Acetaminophen,3.1
192,Vitamin C,4.2
192,Pseudoephedrine,4.5
192,Ibuprofen,5.0
192,Insulin,1.0
192,Fluticasone,2.3
192,Sertraline,3.5
192,Diphenhydramine,2.5
193,Fluticasone,3.0
193,Loratadine,5.0
193,Fexofenadine,4.0
193,Cetirizine,5.0
193,Sitagliptin,3.6
193,Budesonide,2.3
193,Hydroxyzine,3.6
193,Esomeprazole,2.2
194,Hydrochlorothiazide,4.0
194,Lisinopril,4.3
194,Antacids,3.9
194,Famotidine,4.5
194,Ipratropium,3.4
194,Hydroxyzine,1.5
194,Metformin,1.3
194,Albuterol,2.5
195,Electrolytes,5.0
195,Naproxen,4.1
195,Cyclobenzaprine,3.5
195,Ibuprofen,4.4
195,Esomeprazole,1.4
195,Pseudoephedrine,2.2
195,Rizatriptan,3.3
195,Hydrochlorothiazide,2.8
196,Pseudoephedrine,4.0
196,Vitamin C,3.6
196,Dextromethorphan,3.9
196,Acetaminophen,5.0
196,Ipratropium,1.0
196,Metoprolol,2.7
196,Insulin,3.1
196,Diphenhydramine,2.0
197,Rizatriptan,4.8
197,Sumatriptan,4.9
197,Ibuprofen,3.1
197,Acetaminophen,4.2
197,Escitalopram,1.5
197,Ipratropium,1.9
197,Dextromethorphan,2.7
197,Naproxen,2.3
198,Loratadine,3.6
198,Cetirizine,4.4
198,Fluticasone,2.4
198,Fexofenadine,3.1
198,Hydroxyzine,3.2
198,Cyclobenzaprine,1.4
198,Electrolytes,1.9
198,Montelukast,3.3
199,Diclofenac,3.9
199,Esomeprazole,3.1
199,Famotidine,3.7
199,Naproxen,4.6
199,Budesonide,1.3
199,Montelukast,3.4
199,Vitamin C,4.7
199,Sertraline,2.6
200,Pseudoephedrine,5.0
200,Acetaminophen,3.7
200,Dextromethorphan,2.9
200,Ibuprofen,4.3
200,Cetirizine,2.5
200,Ranitidine,2.8
200,Lorazepam,4.2
200,Empagliflozin,1.3
